name,ID,cell,val_FC,val_INT,t0
delay,0,eff2,0.051860646670891145,0.05601390385812344,0.1
delay,1,eff2,0.052472313732017294,0.09319808621619119,0.1
delay,2,eff2,0.07420370352996813,0.13745701228582785,0.1
delay,3,eff2,0.05140488898709998,0.018769203246745914,0.1
delay,4,eff2,0.0615156617504064,0.11442585221711266,0.1
delay,5,eff2,0.05083617168901533,-0.023354182967730064,0.1
delay,6,eff2,0.05223556724450961,0.08160718087849217,0.1
delay,7,eff2,0.0522760955024008,0.0835789839472425,0.1
delay,8,eff2,0.05078456888818854,-0.026956170168600968,0.1
delay,9,eff2,0.051582859912836246,0.03292228769106709,0.1
delay,10,eff2,0.05202212744314777,0.07002337702571781,0.1
delay,11,eff2,0.06539081037174344,0.12159862581128589,0.1
delay,12,eff2,0.05120658773068269,0.0035594726694814227,0.1
delay,13,eff2,0.052355444343540496,0.08745443850081214,0.1
delay,14,eff2,0.05152955047978364,0.02863176186147076,0.1
delay,15,eff2,0.05153066266098534,0.028720823293940545,0.1
delay,16,eff2,0.052325769532712015,0.08600278324322408,0.1
delay,17,eff2,0.05248057651017223,0.09360582934599337,0.1
delay,18,eff2,0.050965783028347714,-0.014152174378719906,0.1
delay,19,eff2,0.05270707651892895,0.09673748192020759,0.1
delay,20,eff2,0.0516104309628303,0.0351587189963114,0.1
delay,21,eff2,0.05228072297635645,0.08380445007843218,0.1
delay,22,eff2,0.05213166788682013,0.07657570206564346,0.1
delay,23,eff2,0.05204958636246426,0.07245023085723135,0.1
delay,24,eff2,0.05953435530084278,0.11067113478078716,0.1
delay,25,eff2,0.05224217353367982,0.08192824237530083,0.1
delay,26,eff2,0.05080437659565694,-0.02557769217296163,0.1
delay,27,eff2,0.051675697214035504,0.04050066990919643,0.1
delay,28,eff2,0.0519576368648834,0.0643751341589216,0.1
delay,29,eff2,0.0523124748585048,0.0853533220710686,0.1
delay,30,eff2,0.051815075324892795,0.05213978017914289,0.1
delay,31,eff2,0.05196974176077737,0.06542986032865727,0.1
delay,32,eff2,0.05041751928948,-0.051589961366141746,0.1
delay,33,eff2,0.051726500539422585,0.04470597580177926,0.1
delay,34,eff2,0.0520121047360734,0.06914083864370879,0.1
delay,35,eff2,0.05130878659310793,0.01132591788345283,0.1
delay,36,eff2,0.052452368206677195,0.09221472245347095,0.1
delay,37,eff2,0.05175907122814574,0.047425677513099784,0.1
delay,38,eff2,0.05245778484720493,0.09248165213329596,0.1
delay,39,eff2,0.05166414545344876,0.03955024011468811,0.1
delay,40,eff2,0.05025354192511257,-0.06205948063366057,0.1
delay,41,eff2,0.051942412677950356,0.06305216821905923,0.1
delay,42,eff2,0.05199006501085242,0.06720631516027264,0.1
delay,43,eff2,0.05200456635657545,0.06847821906874196,0.1
delay,44,eff2,0.05212558091003571,0.07628197691252137,0.1
delay,45,eff2,0.05253094708133844,0.09609610373362631,0.1
delay,46,eff2,0.07665798334620705,0.14180546344247502,0.1
delay,47,eff2,0.05190563225044467,0.059872231361203565,0.1
delay,48,eff2,0.05200955913754128,0.06891697208728009,0.1
delay,49,eff2,0.05182195532320483,0.052722457466526707,0.1
nodelay,0,eff2,0.15286126551096857,0.20769993699850914,0.1
nodelay,1,eff2,0.1543216782972725,0.23226320634146186,0.1
nodelay,2,eff2,0.15601573479836311,0.26144329012044293,0.1
nodelay,3,eff2,0.15135848199407964,0.1830466024920367,0.1
nodelay,4,eff2,0.15513972688249472,0.24626588267637378,0.1
nodelay,5,eff2,0.14960114385095297,0.1550929646311517,0.1
nodelay,6,eff2,0.15387032618484942,0.22461135032489693,0.1
nodelay,7,eff2,0.15394736369699658,0.22591335826552356,0.1
nodelay,8,eff2,0.1494476973702636,0.15269885629465568,0.1
nodelay,9,eff2,0.1519346940134697,0.19242132083520408,0.1
nodelay,10,eff2,0.15341580819869782,0.21695983254497658,0.1
nodelay,11,eff2,0.15541375949500863,0.25099424859117,0.1
nodelay,12,eff2,0.15073165315517667,0.1729625675382815,0.1
nodelay,13,eff2,0.15409844944430218,0.22847204183843767,0.1
nodelay,14,eff2,0.1517607085840731,0.18958021064094827,0.1
nodelay,15,eff2,0.15176432616359803,0.18963919302053228,0.1
nodelay,16,eff2,0.15404190224077252,0.22751370146754885,0.1
nodelay,17,eff2,0.15433751353413522,0.2325323040584671,0.1
nodelay,18,eff2,0.14999091250818358,0.16120662668948565,0.1
nodelay,19,eff2,0.1544588036042397,0.23459886710451322,0.1
nodelay,20,eff2,0.1520251502988174,0.19390195688211104,0.1
nodelay,21,eff2,0.15395616377399152,0.22606222747075005,0.1
nodelay,22,eff2,0.1536733399133428,0.2212884268055077,0.1
nodelay,23,eff2,0.15351132657884503,0.21856321307223175,0.1
nodelay,24,eff2,0.1549957952356949,0.24379009815565028,0.1
nodelay,25,eff2,0.15388287365233005,0.22482335953091942,0.1
nodelay,26,eff2,0.14950651066595294,0.15361519912779326,0.1
nodelay,27,eff2,0.15224057884274395,0.19743782206769817,0.1
nodelay,28,eff2,0.15319290293826637,0.21322735568196122,0.1
nodelay,29,eff2,0.15401658609680025,0.2270849217037884,0.1
nodelay,30,eff2,0.15270692504888705,0.20513799818375272,0.1
nodelay,31,eff2,0.15323459834901582,0.21392443357241336,0.1
nodelay,32,eff2,0.14838227112190772,0.1363063348382772,0.1
nodelay,33,eff2,0.1524095495818592,0.20022056145013606,0.1
nodelay,34,eff2,0.15338103298154393,0.21637669789188257,0.1
nodelay,35,eff2,0.15105273573784322,0.17811289997256313,0.1
nodelay,36,eff2,0.15428352016663283,0.2316142513776917,0.1
nodelay,37,eff2,0.15251854227706624,0.20201988194520998,0.1
nodelay,38,eff2,0.1542938803838787,0.23179042419017165,0.1
nodelay,39,eff2,0.15220231512095433,0.19680880834379705,0.1
nodelay,40,eff2,0.14792062117043397,0.1293288701112874,0.1
nodelay,41,eff2,0.15314056201535708,0.21235292533908795,0.1
nodelay,42,eff2,0.15330473160092284,0.21509837378719815,0.1
nodelay,43,eff2,0.15335490946362867,0.2159388564789569,0.1
nodelay,44,eff2,0.15366181986106914,0.22109441680234893,0.1
nodelay,45,eff2,0.15443397542382964,0.23417563996640195,0.1
nodelay,46,eff2,0.15617987892516877,0.264307215272434,0.1
nodelay,47,eff2,0.1530145476199931,0.2102508912998144,0.1
nodelay,48,eff2,0.15337220846580818,0.216228774506029,0.1
nodelay,49,eff2,0.15273016608264917,0.20552335472404687,0.1
delay,0,eff2,0.02723074972000261,-0.0033206541548878032,1.5
delay,1,eff2,0.04963167784744957,0.08938564064989096,1.5
delay,2,eff2,0.035112184129631546,0.05606750870331734,1.5
delay,3,eff2,0.03735780243417375,0.06137440692533169,1.5
delay,4,eff2,0.0681131856505657,0.1290358088018675,1.5
delay,5,eff2,0.027563455439423512,-0.003855847810454782,1.5
delay,6,eff2,0.04911723263577358,0.08824012890335609,1.5
delay,7,eff2,0.01902117374943793,0.015683855840616046,1.5
delay,8,eff2,0.03737733289406775,0.061420237452469495,1.5
delay,9,eff2,0.02089166991781674,0.02064121597512747,1.5
delay,10,eff2,0.022946502682423736,0.025992805916209005,1.5
delay,11,eff2,0.0371405493918352,0.06086459810279088,1.5
delay,12,eff2,0.02205134333196196,0.023671963536289087,1.5
delay,13,eff2,0.05396697627344574,0.09892488438225,1.5
delay,14,eff2,0.046450191299540006,0.08227084639800464,1.5
delay,15,eff2,0.039132277116534386,0.06552607687523848,1.5
delay,16,eff2,0.03891194536477666,0.065014171573892,1.5
delay,17,eff2,0.032306804484852736,-0.011486581303490895,1.5
delay,18,eff2,0.020684312100232638,0.007208991364380468,1.5
delay,19,eff2,0.05799615019634319,0.1076524863458993,1.5
delay,20,eff2,0.03884325155586715,0.06485457300045394,1.5
delay,21,eff2,0.07659666424228811,0.14645406482060852,1.5
delay,22,eff2,0.03541066370431481,0.05677493868421124,1.5
delay,23,eff2,0.020193084992784216,0.00799903627780929,1.5
delay,24,eff2,0.03884334014472962,0.06485477882173074,1.5
delay,25,eff2,0.025861146301919824,-0.0011175479671824973,1.5
delay,26,eff2,0.02357056792126977,0.027596366499325953,1.5
delay,27,eff2,0.021523851181916243,0.022296670205401048,1.5
delay,28,eff2,0.020934035178395816,0.020752154546584523,1.5
delay,29,eff2,0.018188750865951675,0.011222519421154376,1.5
delay,30,eff2,0.040859801110074395,-0.025248595188237688,1.5
delay,31,eff2,0.02222595355729967,0.004729489315854374,1.5
delay,32,eff2,0.04008461190231216,0.06773869741498151,1.5
delay,33,eff2,0.031079210455878387,0.046359327555914986,1.5
delay,34,eff2,0.05141669710776217,0.09333131441996378,1.5
delay,35,eff2,0.05167776500934676,0.09390839507916537,1.5
delay,36,eff2,0.023964074482450387,0.02860647231419844,1.5
delay,37,eff2,0.06515151085482856,0.12285003022020724,1.5
delay,38,eff2,0.02695177775702859,0.036172184676552255,1.5
delay,39,eff2,0.024990457283856266,0.03122251178582469,1.5
delay,40,eff2,0.04938533772487494,0.08883869726357374,1.5
delay,41,eff2,0.023579335842894733,0.0025526906770231284,1.5
delay,42,eff2,0.05051783299466964,0.09134442621754735,1.5
delay,43,eff2,0.05086318357938077,0.09210780104749405,1.5
delay,44,eff2,0.02478086985447442,0.030689854122322058,1.5
delay,45,eff2,0.04296014032417597,0.07435841932066412,1.5
delay,46,eff2,0.04694160273815526,0.08337891020818744,1.5
delay,47,eff2,0.04553388575219622,0.08020464984097997,1.5
delay,48,eff2,0.03456530362416607,0.054763866892513446,1.5
delay,49,eff2,0.020961531686854717,0.006763132140802819,1.5
nodelay,0,eff2,0.02864325790828698,0.008867142101908254,1.5
nodelay,1,eff2,0.047845073165961344,0.09912043502187556,1.5
nodelay,2,eff2,0.04094770848465801,0.06668279872911448,1.5
nodelay,3,eff2,0.042046559831889846,0.07184935524175612,1.5
nodelay,4,eff2,0.05604881189578484,0.13772401075322266,1.5
nodelay,5,eff2,0.02853230349155303,0.008346137353020644,1.5
nodelay,6,eff2,0.047607994431894785,0.09800517568250772,1.5
nodelay,7,eff2,0.032582335850424915,0.02736797674208452,1.5
nodelay,8,eff2,0.042056049113938676,0.07189397388499447,1.5
nodelay,9,eff2,0.03360957887679106,0.03219407676954272,1.5
nodelay,10,eff2,0.03471843468796196,0.03740398899509295,1.5
nodelay,11,eff2,0.04194100261103223,0.07135302724660603,1.5
nodelay,12,eff2,0.03423755124770195,0.03514453347780072,1.5
nodelay,13,eff2,0.04981916319913868,0.10840767339148955,1.5
nodelay,14,eff2,0.04637249880831845,0.09219352218875537,1.5
nodelay,15,eff2,0.04290611402188549,0.0758911994088261,1.5
nodelay,16,eff2,0.04280015606599463,0.07539287973286862,1.5
nodelay,17,eff2,0.026950175528680315,0.000917744964684053,1.5
nodelay,18,eff2,0.0308259452089219,0.01911765959800832,1.5
nodelay,19,eff2,0.05162503370157029,0.11690478738392757,1.5
nodelay,20,eff2,0.04276711290150795,0.07523750098735821,1.5
nodelay,21,eff2,0.05967797056333743,0.15468285221136197,1.5
nodelay,22,eff2,0.04109419529544661,0.06737151901468413,1.5
nodelay,23,eff2,0.030989693510035082,0.019886769915696545,1.5
nodelay,24,eff2,0.04276715551121152,0.07523770136058777,1.5
nodelay,25,eff2,0.029100057066680063,0.011011921455964135,1.5
nodelay,26,eff2,0.035050665933521574,0.038965091252686046,1.5
nodelay,27,eff2,0.033952594954271276,0.033805665269810825,1.5
nodelay,28,eff2,0.033632555130516606,0.03230204577223855,1.5
nodelay,29,eff2,0.031657778420439764,0.023024844980003956,1.5
nodelay,30,eff2,0.026240063094408017,-0.012479185988714891,1.5
nodelay,31,eff2,0.03031205925563571,0.01670395292259713,1.5
nodelay,32,eff2,0.04336419862683305,0.07804531702407308,1.5
nodelay,33,eff2,0.038937260415775526,0.05723141715103114,1.5
nodelay,34,eff2,0.04866164315212135,0.10296187580421096,1.5
nodelay,35,eff2,0.048781068350852,0.10352371507842834,1.5
nodelay,36,eff2,0.03525991603147921,0.039948346854127126,1.5
nodelay,37,eff2,0.05476918968298525,0.13170134988633958,1.5
nodelay,38,eff2,0.036827242472275756,0.047313835610478805,1.5
nodelay,39,eff2,0.035801879347444304,0.04249510378135951,1.5
nodelay,40,eff2,0.04773187644520846,0.09858793555098394,1.5
nodelay,41,eff2,0.029860845291701854,0.014584845662493129,1.5
nodelay,42,eff2,0.0482504545536597,0.1010274660083556,1.5
nodelay,43,eff2,0.04840843720048721,0.10177067788477517,1.5
nodelay,44,eff2,0.035691531231304224,0.04197658549797173,1.5
nodelay,45,eff2,0.04473461416426017,0.08449009279787606,1.5
nodelay,46,eff2,0.04660185578658246,0.09327235314079946,1.5
nodelay,47,eff2,0.04594478400029661,0.0901818292257664,1.5
nodelay,48,eff2,0.040677741889330654,0.06541360563908133,1.5
nodelay,49,eff2,0.030733533160797855,0.01868361507277444,1.5
delay,0,eff2,0.24947360686554676,0.3424899552474808,0.7
delay,1,eff2,0.24370628314077947,0.3145768304120482,0.7
delay,2,eff2,0.24831325676309046,0.336833056899313,0.7
delay,3,eff2,0.2518172458592096,0.3539715320151793,0.7
delay,4,eff2,0.24396494418013182,0.31581687809774217,0.7
delay,5,eff2,0.2520055497200723,0.3548969776483951,0.7
delay,6,eff2,0.2502664843980451,0.3463661646487576,0.7
delay,7,eff2,0.2491166707214667,0.34074791358228107,0.7
delay,8,eff2,0.24353068027832092,0.31373556962672966,0.7
delay,9,eff2,0.24509052389231434,0.3212272746368461,0.7
delay,10,eff2,0.24563515494468546,0.32385293873085763,0.7
delay,11,eff2,0.2460002947695208,0.3256161168457634,0.7
delay,12,eff2,0.24482781157354816,0.319962543100316,0.7
delay,13,eff2,0.2464851670806092,0.3279606683379055,0.7
delay,14,eff2,0.2495485377041915,0.34285591659601966,0.7
delay,15,eff2,0.24917427217004195,0.3410289418764946,0.7
delay,16,eff2,0.2575616089919881,0.3823863554272402,0.7
delay,17,eff2,0.24835092766418587,0.3370165930848986,0.7
delay,18,eff2,0.2461093708686134,0.32614328529326186,0.7
delay,19,eff2,0.2471819322684362,0.3313362985374185,0.7
delay,20,eff2,0.24890912015497912,0.33973569179349783,0.7
delay,21,eff2,0.24837095297638478,0.3371140624225212,0.7
delay,22,eff2,0.24979302658625568,0.3440506777942066,0.7
delay,23,eff2,0.24851039890395898,0.33779286025334354,0.7
delay,24,eff2,0.2499260651857218,0.34470095792932665,0.7
delay,25,eff2,0.24524461583811297,0.32196969146260057,0.7
delay,26,eff2,0.24869079447961595,0.3386717221107808,0.7
delay,27,eff2,0.24697034729364398,0.3303103447679251,0.7
delay,28,eff2,0.2547638786780687,0.36850236105946166,0.7
delay,29,eff2,0.2429305571347421,0.3108648840496867,0.7
delay,30,eff2,0.24496166299437472,0.3206067931999774,0.7
delay,31,eff2,0.24658040220797506,0.32842169013719813,0.7
delay,32,eff2,0.2403545470786752,0.2986229454384549,0.7
delay,33,eff2,0.2413941432797967,0.3035472095776667,0.7
delay,34,eff2,0.24674458244555075,0.3292164992369525,0.7
delay,35,eff2,0.24956929602640443,0.34295730637353206,0.7
delay,36,eff2,0.2566369127345549,0.37778871356452226,0.7
delay,37,eff2,0.24583371580189617,0.324811483898222,0.7
delay,38,eff2,0.2496786668002028,0.34349171887495955,0.7
delay,39,eff2,0.24775885180891966,0.33413700021720616,0.7
delay,40,eff2,0.24571426130772633,0.3242347573619736,0.7
delay,41,eff2,0.24695493513950761,0.3302356419091569,0.7
delay,42,eff2,0.250604835805618,0.34802289414391374,0.7
delay,43,eff2,0.24685709179206528,0.3297615410585223,0.7
delay,44,eff2,0.25068744849312596,0.34842762423083196,0.7
delay,45,eff2,0.25090053385192823,0.3494719593498542,0.7
delay,46,eff2,0.24974456292898006,0.3438138174578115,0.7
delay,47,eff2,0.2402512297636974,0.29813479159475764,0.7
delay,48,eff2,0.2549532868302714,0.3694397630625381,0.7
delay,49,eff2,0.25908342080100766,0.3899710609556988,0.7
nodelay,0,eff2,0.09001089567957216,0.13904688453567776,0.7
nodelay,1,eff2,0.07440470446324837,0.07661761442744425,0.7
nodelay,2,eff2,0.08683983948519053,0.12634725101109318,0.7
nodelay,3,eff2,0.09645918302997075,0.1648904013547921,0.7
nodelay,4,eff2,0.07509563867996288,0.07937751471849858,0.7
nodelay,5,eff2,0.09697967555656845,0.1669773253008055,0.7
nodelay,6,eff2,0.09218615338081976,0.14776199893429015,0.7
nodelay,7,eff2,0.0890339817938457,0.13513362683860014,0.7
nodelay,8,eff2,0.07393598097701287,0.07474561017986153,0.7
nodelay,9,eff2,0.07811311643418228,0.09143528297554687,0.7
nodelay,10,eff2,0.07957907862919705,0.09729578663961153,0.7
nodelay,11,eff2,0.0805639979871523,0.10123429096504805,0.7
nodelay,12,eff2,0.07740732492871971,0.08861432896303661,0.7
nodelay,13,eff2,0.08187440915544852,0.10647555883744403,0.7
nodelay,14,eff2,0.09021618618655669,0.13986925948080714,0.7
nodelay,15,eff2,0.08919156452810889,0.13576478708082346,0.7
nodelay,16,eff2,0.11247943184727893,0.22919232656644845,0.7
nodelay,17,eff2,0.0869426814067808,0.12675900931541156,0.7
nodelay,18,eff2,0.08085860132111344,0.10241255009864275,0.7
nodelay,19,eff2,0.08376233211306255,0.11402890546022065,0.7
nodelay,20,eff2,0.0884665226775021,0.13286096698682598,0.7
nodelay,21,eff2,0.08699728136951956,0.126977619376835,0.7
nodelay,22,eff2,0.09088657916096021,0.14255489862370313,0.7
nodelay,23,eff2,0.08737758266863249,0.1285003792772112,0.7
nodelay,24,eff2,0.09125147587850968,0.14401685976600925,0.7
nodelay,25,eff2,0.07852746398627614,0.0930917210042887,0.7
nodelay,26,eff2,0.08787008475864072,0.13047257971489817,0.7
nodelay,27,eff2,0.08318839862588029,0.11173238766727939,0.7
nodelay,28,eff2,0.10464126946889224,0.197715928124426,0.7
nodelay,29,eff2,0.0723376974068034,0.06836386613564455,0.7
nodelay,30,eff2,0.07776682481049474,0.09005116580196765,0.7
nodelay,31,eff2,0.08213213025492311,0.10750653011406025,0.7
nodelay,32,eff2,0.06553655791383003,0.04123585439956462,0.7
nodelay,33,eff2,0.06826931411242754,0.052130301440578786,0.7
nodelay,34,eff2,0.08257658729655476,0.10928459079731273,0.7
nodelay,35,eff2,0.0902730626087419,0.14009710596312303,0.7
nodelay,36,eff2,0.10988176755957502,0.21875752208620375,0.7
nodelay,37,eff2,0.08011447205376765,0.09943662733439756,0.7
nodelay,38,eff2,0.09057289026790666,0.14129824688856613,0.7
nodelay,39,eff2,0.08532989014316678,0.12030258459870441,0.7
nodelay,40,eff2,0.07979229802002452,0.09814834660860011,0.7
nodelay,41,eff2,0.08314661323775657,0.11156519845360208,0.7
nodelay,42,eff2,0.09311641678915328,0.15148994954158074,0.7
nodelay,43,eff2,0.0828814062813491,0.11050409772086639,0.7
nodelay,44,eff2,0.09334372701892302,0.15240096782775264,0.7
nodelay,45,eff2,0.09393034873436695,0.15475219209186336,0.7
nodelay,46,eff2,0.09075367452512645,0.14202243715669377,0.7
nodelay,47,eff2,0.06526588395438676,0.0401572086304513,0.7
nodelay,48,eff2,0.10516992384790874,0.19983790857729083,0.7
nodelay,49,eff2,0.11676915544232958,0.24643019064765398,0.7
